CL_IRFCL_INDICATOR_PUB,International Reserves and Foreign Currency Liquidity (IRFCL) Indicator
IRFCLDT3_IRFCL95_SUTM_PT_TONS1XAIMF_XDC_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Undrawn unconditional credit lines, Up to 1 month, Provided to, Other National Monetary authorities and international organizations, IMF"
IRFCLDT3_IRFCL95_SM3MUTY_PT_TONS1XAIMF_EUR_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Undrawn unconditional credit lines, More than 3 months and up to 1 year, Provided to, Other National Monetary authorities and international organizations, IMF"
IRFCLDT3_IRFCL95_SM3MUTY_PT_TONS1XAIMF_USD_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Undrawn unconditional credit lines, More than 3 months and up to 1 year, Provided to, Other National Monetary authorities and international organizations, IMF"
IRFCLDT3_IRFCL95_SM3MUTY_PT_TONS1XAIMF_XDC_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Undrawn unconditional credit lines, More than 3 months and up to 1 year, Provided to, Other National Monetary authorities and international organizations, IMF"
IRFCLDT3_IRFCL95_SM1MUT3M_PT_TONS1XAOTH_EUR_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Undrawn unconditional credit lines, More than 1 and up to 3 months, Provided to, Other international monetary organizations"
IRFCLDT3_IRFCL95_SM1MUT3M_PT_TONS1XAOTH_USD_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Undrawn unconditional credit lines, More than 1 and up to 3 months, Provided to, Other international monetary organizations"
IRFCLDT3_IRFCL95_SM1MUT3M_PT_TONS1XAOTH_XDC_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Undrawn unconditional credit lines, More than 1 and up to 3 months, Provided to, Other international monetary organizations"
IRFCLDT3_IRFCL95_SUTM_PT_TONS1XAOTH_EUR_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Undrawn unconditional credit lines, Up to 1 month, Provided to, Other international monetary organizations"
IRFCLDT3_IRFCL95_SUTM_PT_TONS1XAOTH_USD_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Undrawn unconditional credit lines, Up to 1 month, Provided to, Other international monetary organizations"
IRFCLDT3_IRFCL95_SUTM_PT_TONS1XAOTH_XDC_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Undrawn unconditional credit lines, Up to 1 month, Provided to, Other international monetary organizations"
IRFCLDT3_IRFCL95_SM3MUTY_PT_TONS1XAOTH_EUR_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Undrawn unconditional credit lines, More than 3 months and up to 1 year, Provided to, Other international monetary organizations"
IRFCLDT3_IRFCL95_SM3MUTY_PT_TONS1XAOTH_USD_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Undrawn unconditional credit lines, More than 3 months and up to 1 year, Provided to, Other international monetary organizations"
IRFCLDT3_IRFCL95_SM3MUTY_PT_TONS1XAOTH_XDC_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Undrawn unconditional credit lines, More than 3 months and up to 1 year, Provided to, Other international monetary organizations"
IRFCLDT3_IRFCL95_SM1MUT3M_PT_TONS1XAONA_EUR_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Undrawn unconditional credit lines, More than 1 and up to 3 months, Provided to, Other National Monetary"
IRFCLDT3_IRFCL95_SM1MUT3M_PT_TONS1XAONA_USD_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Undrawn unconditional credit lines, More than 1 and up to 3 months, Provided to, Other National Monetary"
IRFCLDT3_IRFCL95_SM1MUT3M_PT_TONS1XAONA_XDC_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Undrawn unconditional credit lines, More than 1 and up to 3 months, Provided to, Other National Monetary"
IRFCLDT3_IRFCL95_SUTM_PT_TONS1XAONA_EUR_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Undrawn unconditional credit lines, Up to 1 month, Provided to, Other National Monetary"
IRFCLDT3_IRFCL95_SUTM_PT_TONS1XAONA_USD_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Undrawn unconditional credit lines, Up to 1 month, Provided to, Other National Monetary"
IRFCLDT3_IRFCL95_SUTM_PT_TONS1XAONA_XDC_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Undrawn unconditional credit lines, Up to 1 month, Provided to, Other National Monetary"
IRFCLDT3_IRFCL95_SM3MUTY_PT_TONS1XAONA_EUR_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Undrawn unconditional credit lines, More than 3 months and up to 1 year, Provided to, Other National Monetary"
IRFCLDT3_IRFCL95_SM3MUTY_PT_TONS1XAONA_USD_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Undrawn unconditional credit lines, More than 3 months and up to 1 year, Provided to, Other National Monetary"
IRFCLDT3_IRFCL95_SM3MUTY_PT_TONS1XAONA_XDC_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Undrawn unconditional credit lines, More than 3 months and up to 1 year, Provided to, Other National Monetary"
IRFCLDT3_IRFCL95_SM1MUT3M_PT_BOFIORC_EUR_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Undrawn unconditional credit lines, More than 1 and up to 3 months, Provided to, banks and other financial institutions outside reporting country"
IRFCLDT3_IRFCL95_SM1MUT3M_PT_BOFIORC_USD_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Undrawn unconditional credit lines, More than 1 and up to 3 months, Provided to, banks and other financial institutions outside reporting country"
IRFCLDT3_IRFCL95_SM1MUT3M_PT_BOFIORC_XDC_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Undrawn unconditional credit lines, More than 1 and up to 3 months, Provided to, banks and other financial institutions outside reporting country"
IRFCLDT3_IRFCL95_SUTM_PT_BOFIORC_EUR_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Undrawn unconditional credit lines, Up to 1 month, Provided to, banks and other financial institutions outside reporting country"
IRFCLDT3_IRFCL95_SUTM_PT_BOFIORC_USD_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Undrawn unconditional credit lines, Up to 1 month, Provided to, banks and other financial institutions outside reporting country"
IRFCLDT3_IRFCL95_SUTM_PT_BOFIORC_XDC_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Undrawn unconditional credit lines, Up to 1 month, Provided to, banks and other financial institutions outside reporting country"
IRFCLDT3_IRFCL95_SM3MUTY_PT_BOFIORC_EUR_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Undrawn unconditional credit lines, More than 3 months and up to 1 year, Provided to, banks and other financial institutions outside reporting country"
IRFCLDT3_IRFCL95_SM3MUTY_PT_BOFIORC_USD_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Undrawn unconditional credit lines, More than 3 months and up to 1 year, Provided to, banks and other financial institutions outside reporting country"
IRFCLDT3_IRFCL95_SM3MUTY_PT_BOFIORC_XDC_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Undrawn unconditional credit lines, More than 3 months and up to 1 year, Provided to, banks and other financial institutions outside reporting country"
IRFCLDT3_IRFCL95_SM1MUT3M_PT_BOFIRC_EUR_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Undrawn unconditional credit lines, More than 1 and up to 3 months, Provided to, banks and other financial institutions in the reporting country"
IRFCLDT3_IRFCL95_SM1MUT3M_PT_BOFIRC_USD_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Undrawn unconditional credit lines, More than 1 and up to 3 months, Provided to, banks and other financial institutions in the reporting country"
IRFCLDT3_IRFCL95_SM1MUT3M_PT_BOFIRC_XDC_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Undrawn unconditional credit lines, More than 1 and up to 3 months, Provided to, banks and other financial institutions in the reporting country"
IRFCLDT3_IRFCL95_SUTM_PT_BOFIRC_EUR_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Undrawn unconditional credit lines, Up to 1 month, Provided to, banks and other financial institutions in the reporting country"
IRFCLDT3_IRFCL95_SUTM_PT_BOFIRC_USD_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Undrawn unconditional credit lines, Up to 1 month, Provided to, banks and other financial institutions in the reporting country"
IRFCLDT3_IRFCL95_SUTM_PT_BOFIRC_XDC_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Undrawn unconditional credit lines, Up to 1 month, Provided to, banks and other financial institutions in the reporting country"
IRFCLDT3_IRFCL95_SM3MUTY_PT_BOFIRC_EUR_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Undrawn unconditional credit lines, More than 3 months and up to 1 year, Provided to, banks and other financial institutions in the reporting country"
IRFCLDT3_IRFCL95_SM3MUTY_PT_BOFIRC_USD_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Undrawn unconditional credit lines, More than 3 months and up to 1 year, Provided to, banks and other financial institutions in the reporting country"
IRFCLDT3_IRFCL95_SM3MUTY_PT_BOFIRC_XDC_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Undrawn unconditional credit lines, More than 3 months and up to 1 year, Provided to, banks and other financial institutions in the reporting country"
IRFCLDT3_CL_SM1MUT3M_EUR_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Contingent liabilities, More than 1 and up to 3 months"
IRFCLDT3_CL_SM1MUT3M_USD_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Contingent liabilities, More than 1 and up to 3 months"
IRFCLDT3_CL_SM1MUT3M_XDC_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Contingent liabilities, More than 1 and up to 3 months"
IRFCLDT3_CL_SM3MUTY_EUR_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Contingent liabilities, More than 3 months and up to 1 year"
IRFCLDT3_CL_SM3MUTY_USD_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Contingent liabilities, More than 3 months and up to 1 year"
IRFCLDT3_CL_SM3MUTY_XDC_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Contingent liabilities, More than 3 months and up to 1 year"
IRFCLDT3_IRFCL9_SM1MUT3M_CL_EUR_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Collateral guarantees on debt, More than 1 and up to 3 months, Contingent liabilities"
IRFCLDT3_IRFCL9_SM1MUT3M_CL_USD_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Collateral guarantees on debt, More than 1 and up to 3 months, Contingent liabilities"
IRFCLDT3_IRFCL9_SM1MUT3M_CL_XDC_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Collateral guarantees on debt, More than 1 and up to 3 months, Contingent liabilities"
IRFCLDT3_IRFCL9_SD1Y_CL_EUR_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Collateral guarantees on debt, Falling due within 1 year, Contingent liabilities"
IRFCLDT3_IRFCL9_SD1Y_CL_USD_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Collateral guarantees on debt, Falling due within 1 year, Contingent liabilities"
IRFCLDT3_IRFCL9_SD1Y_CL_XDC_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Collateral guarantees on debt, Falling due within 1 year, Contingent liabilities"
IRFCLDT3_IRFCL9_SM3MUTY_CL_EUR_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Collateral guarantees on debt, More than 3 months and up to 1 year, Contingent liabilities"
IRFCLDT3_IRFCL9_SM3MUTY_CL_USD_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Collateral guarantees on debt, More than 3 months and up to 1 year, Contingent liabilities"
IRFCLDT3_IRFCL9_SM3MUTY_CL_XDC_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Collateral guarantees on debt, More than 3 months and up to 1 year, Contingent liabilities"
IRFCLDT3_IRFCL9T_SD1Y_CL_EUR_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Total collateral guarantees on debt, Falling due within 1 year, Contingent liabilities"
IRFCLDT3_IRFCL9T_SD1Y_CL_USD_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Total collateral guarantees on debt, Falling due within 1 year, Contingent liabilities"
IRFCLDT3_IRFCL9T_SD1Y_CL_XDC_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Total collateral guarantees on debt, Falling due within 1 year, Contingent liabilities"
